trip_id,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,trip_distance_km,hour,weekday,weather,traffic_level,trip_duration_minutes,created_at
TRIP00416,40.630051,-73.904553,40.77438,-74.042595,1.51,20,1,snow,medium,21.46,2026-08-24T20:15:00Z
TRIP00411,40.747052,-73.81962,40.631024,-73.806316,24.35,18,0,rain,medium,73.91,2026-08-19T18:15:00Z
TRIP00302,40.735181,-73.840538,40.642787,-73.973709,10.39,16,6,cloudy,medium,35.67,2026-08-22T16:15:00Z
TRIP00340,40.641648,-73.9756,40.734502,-74.03041,15.34,12,6,snow,high,63.57,2026-08-04T12:15:00Z
TRIP00412,40.791964,-73.941657,40.685378,-73.844026,17.35,6,4,clear,low,46.46,2026-08-20T06:15:00Z
TRIP00516,40.841383,-73.831371,40.697464,-73.81678,3.89,11,1,cloudy,low,12.26,2026-08-12T11:15:00Z
TRIP00280,40.657984,-73.81999,40.662456,-73.969948,17.59,19,1,rain,low,60.28,2026-08-28T19:15:00Z
TRIP00162,40.834024,-73.899116,40.709376,-73.982026,11.01,17,5,cloudy,medium,47.29,2026-08-22T17:15:00Z
TRIP00486,40.838746,-73.881545,40.62384,-73.917378,23.08,10,6,rain,high,76.52,2026-08-10T10:15:00Z
TRIP00184,40.621277,-74.028397,40.812791,-73.853453,15.8,11,6,snow,medium,60.48,2026-08-16T11:15:00Z
TRIP00230,40.603911,-74.04122,40.82632,-73.961166,2.93,22,0,snow,low,25.6,2026-08-06T22:15:00Z
TRIP00047,40.703716,-74.004165,40.770135,-73.861487,1.78,4,4,rain,medium,23.76,2026-08-19T04:15:00Z
TRIP00275,40.743754,-73.974153,40.839241,-73.987439,7.91,5,0,cloudy,medium,32.29,2026-08-23T05:15:00Z
TRIP00583,40.844912,-74.008257,40.751557,-73.97547,2.75,22,0,clear,low,9.41,2026-08-23T22:15:00Z
TRIP00298,40.673301,-73.954902,40.706652,-74.025754,26.39,22,0,clear,high,79.62,2026-08-18T22:15:00Z
TRIP00572,40.836242,-73.864516,40.680635,-74.009035,24.71,6,2,clear,low,57.23,2026-08-12T06:15:00Z
TRIP00496,40.732915,-74.005596,40.686864,-73.839442,6.87,12,5,cloudy,high,37.15,2026-08-20T12:15:00Z
TRIP00070,40.764517,-73.848688,40.766199,-73.830648,26.14,8,2,snow,medium,88.09,2026-08-14T08:15:00Z
TRIP00594,40.71822,-73.822608,40.680635,-73.994318,17.55,2,5,clear,medium,48.57,2026-08-06T02:15:00Z
TRIP00266,40.726975,-73.953037,40.809689,-73.971631,10.19,4,5,rain,high,53.27,2026-08-14T04:15:00Z
TRIP00593,40.70962,-73.964665,40.802865,-73.858166,13.28,15,1,snow,high,56.74,2026-08-05T15:15:00Z
TRIP00531,40.819908,-73.801721,40.64243,-73.903974,5.94,1,1,cloudy,medium,27.17,2026-08-27T01:15:00Z
TRIP00108,40.690705,-73.970305,40.630766,-73.826737,3.59,0,3,clear,low,16.3,2026-08-24T00:15:00Z
TRIP00326,40.734537,-73.971347,40.758775,-73.955157,14.01,18,0,cloudy,high,59.42,2026-08-18T18:15:00Z
TRIP00440,40.664279,-73.980963,40.634575,-73.871028,16.58,2,3,cloudy,low,45.43,2026-08-20T02:15:00Z
TRIP00299,40.675146,-74.049562,40.710105,-73.886216,22.37,5,5,snow,medium,78.83,2026-08-19T05:15:00Z
TRIP00383,40.745762,-74.001978,40.611932,-73.995081,8.39,4,6,rain,medium,28.91,2026-08-19T04:15:00Z
TRIP00568,40.664914,-74.035463,40.724754,-74.034941,17.47,14,3,cloudy,low,45.86,2026-08-08T14:15:00Z
TRIP00503,40.796814,-74.033414,40.600734,-73.801414,13.85,14,4,clear,medium,44.08,2026-08-27T14:15:00Z
TRIP00598,40.620146,-73.931864,40.613011,-73.959779,18.36,18,5,rain,low,53.25,2026-08-10T18:15:00Z
TRIP00142,40.649882,-73.977768,40.830985,-73.868752,11.13,16,5,snow,medium,55.1,2026-08-02T16:15:00Z
TRIP00185,40.772819,-73.979168,40.826923,-73.965923,7.55,20,5,clear,low,25.2,2026-08-17T20:15:00Z
TRIP00241,40.600104,-73.929998,40.802401,-73.853244,15.69,0,0,cloudy,medium,50.44,2026-08-17T00:15:00Z
TRIP00285,40.707925,-73.950053,40.617482,-73.978161,3.46,11,2,cloudy,medium,16.04,2026-08-05T11:15:00Z
TRIP00294,40.602962,-73.846973,40.792987,-73.82169,27.74,22,6,cloudy,high,84.11,2026-08-14T22:15:00Z
TRIP00521,40.63135,-73.961969,40.686087,-74.018091,27.73,13,3,clear,high,82.36,2026-08-17T13:15:00Z
BAD003,40.7,-73.9,40.7,-73.8,5,8,1,clear,low,20,bad-date
TRIP00500,40.708469,-73.866505,40.754756,-73.991803,8.1,15,4,snow,high,48.57,2026-08-24T15:15:00Z
TRIP00215,40.653258,-73.986947,40.750173,-73.879925,16.09,19,1,rain,low,51.09,2026-08-19T19:15:00Z
TRIP00587,40.689175,-73.937601,40.731509,-73.997317,8.02,4,6,clear,medium,27.96,2026-08-27T04:15:00Z
TRIP00226,40.79054,-73.872297,40.612354,-73.847022,12.38,23,4,rain,medium,43.19,2026-08-02T23:15:00Z
TRIP00346,40.781575,-73.97963,40.727492,-73.909846,2.08,13,4,snow,high,36.78,2026-08-10T13:15:00Z
TRIP00327,40.734113,-73.848391,40.619406,-73.81269,1.14,3,5,cloudy,medium,14.8,2026-08-19T03:15:00Z
TRIP00561,40.643057,-73.935134,40.605103,-73.978181,9.69,22,2,clear,medium,30.5,2026-08-01T22:15:00Z
TRIP00399,40.613189,-73.992457,40.679242,-73.868132,3.61,20,3,clear,medium,16.8,2026-08-07T20:15:00Z
TRIP00357,40.794832,-73.863774,40.727031,-73.940308,17.18,14,6,snow,low,55.14,2026-08-21T14:15:00Z
TRIP00149,40.848976,-73.971237,40.710573,-73.950006,25.29,11,2,snow,low,72.42,2026-08-09T11:15:00Z
TRIP00153,40.738058,-73.98827,40.802611,-73.906398,2.05,19,3,snow,low,23.27,2026-08-13T19:15:00Z
TRIP00507,40.815627,-73.930771,40.767858,-73.832931,15.49,21,2,clear,low,35.1,2026-08-03T21:15:00Z
TRIP00407,40.78668,-73.88215,40.758281,-73.821896,7.12,4,5,rain,low,30.77,2026-08-15T04:15:00Z
TRIP00065,40.631424,-74.02233,40.714301,-73.964535,17.92,12,5,cloudy,low,46.76,2026-08-09T12:15:00Z
TRIP00015,40.750087,-73.968676,40.649361,-73.820364,18.86,12,2,clear,low,41.79,2026-08-15T12:15:00Z
TRIP00182,40.70914,-73.807539,40.667139,-73.831444,18.44,15,5,snow,low,56.89,2026-08-14T15:15:00Z
TRIP00261,40.781335,-73.943547,40.633591,-73.864456,22.08,6,6,clear,medium,55.89,2026-08-09T06:15:00Z
TRIP00457,40.757051,-73.808605,40.646705,-74.00471,6.03,9,4,clear,high,44.95,2026-08-09T09:15:00Z
TRIP00462,40.639382,-73.831412,40.75072,-73.847778,16.29,6,5,clear,high,64.75,2026-08-14T06:15:00Z
TRIP00422,40.676159,-73.825377,40.6066,-73.877598,21.52,11,3,cloudy,low,53.41,2026-08-02T11:15:00Z
TRIP00132,40.612372,-74.044038,40.691884,-73.961195,6.93,7,6,snow,high,55.66,2026-08-20T07:15:00Z
TRIP00533,40.624305,-73.907748,40.810848,-74.008944,26.35,8,5,clear,medium,78.05,2026-08-01T08:15:00Z
TRIP00591,40.60199,-73.827587,40.710742,-73.804374,25.75,16,4,clear,medium,72.25,2026-08-03T16:15:00Z
TRIP00517,40.656237,-73.967759,40.741793,-73.849415,27.15,9,5,cloudy,high,86.71,2026-08-13T09:15:00Z
TRIP00539,40.794537,-73.846756,40.723403,-73.826958,21.06,13,4,rain,medium,59.27,2026-08-07T13:15:00Z
TRIP00384,40.696064,-73.833082,40.631411,-73.865788,3.02,22,0,snow,medium,24.01,2026-08-20T22:15:00Z
BAD002,40.7,-73.9,40.7,-73.8,-2,8,1,clear,low,20,2026-08-01T08:00:00Z
TRIP00356,40.714676,-73.95217,40.817232,-73.984873,10.03,11,4,cloudy,high,47.53,2026-08-20T11:15:00Z
TRIP00077,40.759378,-73.851412,40.732575,-73.862892,9.33,8,0,snow,medium,51.99,2026-08-21T08:15:00Z
TRIP00439,40.757496,-73.864293,40.768699,-74.036824,6.67,2,5,cloudy,low,22.45,2026-08-19T02:15:00Z
TRIP00354,40.700568,-74.037632,40.625668,-73.959048,4.19,20,1,cloudy,medium,23.69,2026-08-18T20:15:00Z
TRIP00529,40.635563,-73.973718,40.702271,-73.811127,24.53,21,1,rain,medium,71.21,2026-08-25T21:15:00Z
TRIP00058,40.768214,-73.933063,40.700608,-73.915776,15.78,18,5,cloudy,medium,59.14,2026-08-02T18:15:00Z
TRIP00117,40.716689,-73.806046,40.670361,-73.833916,15.09,21,6,snow,medium,57.59,2026-08-05T21:15:00Z
TRIP00337,40.643516,-74.030797,40.737273,-73.90126,9.88,0,6,cloudy,low,21.76,2026-08-01T00:15:00Z
TRIP00504,40.610003,-73.968433,40.633842,-74.033391,3.92,2,4,snow,high,42.41,2026-08-28T02:15:00Z
TRIP00557,40.798165,-73.9622,40.849976,-73.844167,26.58,2,4,snow,low,72.21,2026-08-25T02:15:00Z
TRIP00092,40.842248,-74.045718,40.726132,-74.002673,12.3,6,5,clear,medium,42.85,2026-08-08T06:15:00Z
TRIP00510,40.663509,-73.927595,40.669292,-74.027667,8.12,22,6,snow,low,33.52,2026-08-06T22:15:00Z
TRIP00049,40.838051,-73.998215,40.693619,-73.966795,26.15,7,4,clear,low,72.08,2026-08-21T07:15:00Z
TRIP00576,40.655654,-73.969409,40.79417,-73.808149,12.85,6,4,snow,high,59.65,2026-08-16T06:15:00Z
TRIP00198,40.788994,-74.007965,40.671955,-73.902101,22.01,0,1,clear,low,53.22,2026-08-02T00:15:00Z
TRIP00069,40.834396,-73.989672,40.740466,-73.994617,18.92,19,6,snow,low,64.68,2026-08-13T19:15:00Z
TRIP00565,40.706113,-73.925943,40.608742,-73.92026,20.74,13,0,clear,high,66.12,2026-08-05T13:15:00Z
TRIP00363,40.748291,-73.928991,40.758187,-74.02003,13.73,11,2,cloudy,medium,42.86,2026-08-27T11:15:00Z
TRIP00234,40.748789,-74.033174,40.687987,-73.812965,9.65,8,2,cloudy,low,38.77,2026-08-10T08:15:00Z
TRIP00078,40.665767,-73.888517,40.715537,-73.815712,21.21,4,0,rain,high,73.85,2026-08-22T04:15:00Z
TRIP00293,40.762692,-73.965727,40.668765,-73.871617,5.95,10,2,cloudy,medium,24.24,2026-08-13T10:15:00Z
TRIP00466,40.70663,-73.832277,40.695176,-73.818326,6.26,3,3,cloudy,medium,27.5,2026-08-18T03:15:00Z
TRIP00257,40.710662,-73.840384,40.763657,-74.022693,27.22,16,4,rain,low,74.85,2026-08-05T16:15:00Z
TRIP00599,40.791305,-73.869995,40.79492,-73.984336,25.45,11,6,cloudy,high,73.89,2026-08-11T11:15:00Z
TRIP00370,40.781803,-73.839712,40.765504,-73.941563,12.75,18,4,clear,high,55.35,2026-08-06T18:15:00Z
TRIP00267,40.698345,-73.894541,40.790818,-73.913226,5.45,2,1,cloudy,medium,32.98,2026-08-15T02:15:00Z
TRIP00133,40.705599,-73.835565,40.713547,-74.004574,6.73,7,4,rain,medium,34.64,2026-08-21T07:15:00Z
TRIP00451,40.620198,-73.9731,40.657786,-73.993545,8.25,2,3,clear,high,44.33,2026-08-03T02:15:00Z
TRIP00027,40.833398,-74.04247,40.626803,-73.998015,23.27,12,1,clear,high,67.08,2026-08-27T12:15:00Z
TRIP00233,40.68251,-74.005219,40.674866,-74.027254,9.23,5,0,cloudy,high,44.93,2026-08-09T05:15:00Z
TRIP00538,40.821427,-73.8663,40.759848,-73.991037,5.4,6,4,snow,medium,30.42,2026-08-06T06:15:00Z
TRIP00140,40.799029,-73.982063,40.696655,-73.983474,1.94,5,4,rain,low,14.43,2026-08-28T05:15:00Z
TRIP00547,40.825845,-73.918029,40.717198,-73.988607,20.84,8,3,snow,low,65.39,2026-08-15T08:15:00Z
TRIP00435,40.842475,-73.855813,40.701656,-73.913553,17.78,18,6,rain,medium,63.09,2026-08-15T18:15:00Z
TRIP00048,40.790267,-73.967208,40.809241,-73.802084,6.18,14,4,cloudy,medium,29.59,2026-08-20T14:15:00Z
TRIP00010,40.768256,-74.0248,40.657082,-73.99019,21.38,13,2,clear,high,66.97,2026-08-10T13:15:00Z
TRIP00186,40.668586,-73.935254,40.605325,-73.828542,1.84,18,3,rain,low,19.1,2026-08-18T18:15:00Z
TRIP00545,40.819418,-73.814901,40.745634,-73.936295,12.81,2,5,rain,medium,40.74,2026-08-13T02:15:00Z
TRIP00581,40.765166,-73.817207,40.602011,-73.84538,27.91,20,2,clear,medium,69.47,2026-08-21T20:15:00Z
TRIP00426,40.812275,-73.947416,40.651783,-73.828288,2.69,2,0,snow,low,20.81,2026-08-06T02:15:00Z
TRIP00079,40.661329,-73.996046,40.666173,-74.018811,1.28,5,1,rain,high,30.93,2026-08-23T05:15:00Z
TRIP00137,40.797137,-73.889796,40.722363,-74.045721,27.24,12,6,rain,low,71.15,2026-08-25T12:15:00Z
TRIP00478,40.800699,-73.979139,40.78466,-73.853615,3.1,13,2,snow,low,22.93,2026-08-02T13:15:00Z
TRIP00289,40.817397,-73.871805,40.848796,-73.82665,23.69,20,1,snow,medium,77.36,2026-08-09T20:15:00Z
TRIP00492,40.648704,-73.938138,40.676865,-73.907755,12.12,7,2,snow,low,54.77,2026-08-16T07:15:00Z
TRIP00573,40.764049,-73.943431,40.783617,-73.989045,26.53,10,6,snow,medium,83.08,2026-08-13T10:15:00Z
TRIP00377,40.696079,-73.988508,40.613523,-73.92791,14.22,23,6,rain,low,42.76,2026-08-13T23:15:00Z
TRIP00008,40.631719,-73.826696,40.722059,-73.880843,19.05,4,6,snow,medium,64.59,2026-08-08T04:15:00Z
TRIP00128,40.82727,-73.873041,40.641831,-74.04488,20.49,11,6,cloudy,high,68.15,2026-08-16T11:15:00Z
TRIP00274,40.839894,-74.03308,40.745863,-74.039327,16.53,10,4,clear,high,51.56,2026-08-22T10:15:00Z
TRIP00089,40.760232,-73.932935,40.620847,-73.818626,14.97,19,6,clear,low,38.49,2026-08-05T19:15:00Z
TRIP00101,40.75104,-73.927499,40.664149,-73.976271,15.46,15,5,rain,low,44.57,2026-08-17T15:15:00Z
TRIP00122,40.814147,-73.826696,40.625623,-73.844307,20.94,21,2,snow,low,62.34,2026-08-10T21:15:00Z
TRIP00314,40.731356,-73.987526,40.836257,-73.865305,19.52,12,1,rain,medium,63.74,2026-08-06T12:15:00Z
TRIP00415,40.773062,-73.882576,40.842224,-73.950084,25.5,15,6,rain,medium,75.8,2026-08-23T15:15:00Z
TRIP00199,40.722113,-73.992377,40.668645,-73.988244,25.24,17,5,rain,low,74.92,2026-08-03T17:15:00Z
TRIP00167,40.847159,-73.821772,40.69883,-74.035335,24.17,2,3,clear,medium,65.62,2026-08-27T02:15:00Z
TRIP00334,40.732644,-73.896288,40.676261,-74.006192,6.6,8,0,clear,low,23.78,2026-08-26T08:15:00Z
TRIP00244,40.64915,-73.801676,40.637878,-73.847228,14.75,9,6,rain,low,50.79,2026-08-20T09:15:00Z
TRIP00020,40.765691,-73.986177,40.71326,-73.970241,3.96,13,6,cloudy,high,27.6,2026-08-20T13:15:00Z
TRIP00296,40.841402,-73.835062,40.778878,-73.829051,22.13,9,3,rain,high,86.78,2026-08-16T09:15:00Z
TRIP00305,40.604881,-73.974235,40.627629,-73.800626,2.02,21,4,rain,low,16.55,2026-08-25T21:15:00Z
TRIP00222,40.665815,-73.800232,40.675961,-74.036888,24.66,4,6,rain,high,77.6,2026-08-26T04:15:00Z
TRIP00570,40.825363,-73.800317,40.672117,-73.925897,22.34,14,2,snow,medium,72.55,2026-08-10T14:15:00Z
TRIP00249,40.677519,-73.980636,40.838964,-73.821584,23.7,1,1,cloudy,medium,67.14,2026-08-25T01:15:00Z
TRIP00309,40.611285,-73.818115,40.747222,-73.902697,21.52,12,3,cloudy,high,74.61,2026-08-01T12:15:00Z
TRIP00301,40.718848,-73.894303,40.812654,-73.898022,14.67,16,4,snow,high,73.95,2026-08-21T16:15:00Z
TRIP00389,40.607463,-73.856488,40.763138,-73.847535,16.89,14,1,clear,low,44.93,2026-08-25T14:15:00Z
TRIP00004,40.702216,-73.902077,40.611276,-73.991766,19.43,8,1,cloudy,low,55.08,2026-08-04T08:15:00Z
TRIP00431,40.684945,-74.032154,40.848541,-73.959419,10.1,13,2,cloudy,low,25.98,2026-08-11T13:15:00Z
TRIP00178,40.807165,-73.85713,40.616713,-73.936397,20.0,3,1,clear,medium,56.53,2026-08-10T03:15:00Z
TRIP00450,40.628042,-73.900459,40.717613,-73.888766,11.62,10,2,cloudy,low,27.85,2026-08-02T10:15:00Z
TRIP00053,40.705555,-73.945389,40.736235,-73.948611,26.45,8,0,cloudy,low,71.14,2026-08-25T08:15:00Z
TRIP00554,40.627877,-74.02569,40.716343,-73.971021,5.51,20,1,snow,high,47.98,2026-08-22T20:15:00Z
TRIP00173,40.825474,-74.007774,40.820804,-73.801384,9.66,21,6,cloudy,high,42.78,2026-08-05T21:15:00Z
TRIP00361,40.670369,-74.019805,40.627975,-73.835489,27.47,2,2,rain,high,89.53,2026-08-25T02:15:00Z
TRIP00362,40.77301,-74.01378,40.615104,-73.866737,25.4,19,2,snow,high,92.79,2026-08-26T19:15:00Z
TRIP00183,40.685549,-74.027273,40.664432,-73.922526,21.9,9,3,snow,low,72.27,2026-08-15T09:15:00Z
TRIP00472,40.718699,-73.858774,40.673939,-73.876227,3.36,4,4,clear,high,27.09,2026-08-24T04:15:00Z
TRIP00388,40.645788,-73.92522,40.683786,-73.829544,14.4,5,1,rain,low,44.56,2026-08-24T05:15:00Z
TRIP00254,40.730326,-73.862693,40.673508,-73.934983,7.13,17,6,cloudy,low,30.19,2026-08-02T17:15:00Z
TRIP00525,40.733809,-73.96386,40.803859,-73.962332,21.19,12,5,snow,medium,71.73,2026-08-21T12:15:00Z
TRIP00536,40.60589,-73.945628,40.751521,-73.927708,11.53,21,1,cloudy,medium,34.71,2026-08-04T21:15:00Z
TRIP00246,40.788588,-73.957061,40.753238,-73.822894,16.98,10,4,cloudy,low,45.16,2026-08-22T10:15:00Z
TRIP00255,40.74729,-73.969087,40.73551,-73.868315,10.8,9,5,snow,medium,55.22,2026-08-03T09:15:00Z
TRIP00348,40.702069,-74.03129,40.701275,-73.917624,8.22,14,0,clear,high,41.99,2026-08-12T14:15:00Z
TRIP00498,40.62986,-73.895302,40.69912,-73.972617,8.93,10,3,snow,high,54.47,2026-08-22T10:15:00Z
TRIP00534,40.740679,-73.954845,40.848212,-73.823974,20.7,19,1,rain,low,63.69,2026-08-02T19:15:00Z
TRIP00335,40.810965,-73.804701,40.604603,-73.821564,13.32,18,6,clear,high,56.97,2026-08-27T18:15:00Z
TRIP00433,40.799868,-73.915205,40.729366,-73.951145,2.35,1,2,rain,medium,20.52,2026-08-13T01:15:00Z
TRIP00365,40.746362,-73.863173,40.785423,-73.961584,18.34,6,2,snow,medium,65.51,2026-08-01T06:15:00Z
